txn_id,user_id,amount,timestamp,merchant,sim_changed_recently,is_fraud
TXN_00060,U0139,185.7501821940358,2026-05-12 13:54:55.578021,BestBuy,False,False
TXN_00061,U0070,484.4213692088295,2026-05-17 10:54:55.578027,BestBuy,False,False
TXN_00062,U0023,324.4351889442766,2026-05-17 04:54:55.578033,eBay,False,False
TXN_00063,U0005,395.5293493227622,2026-05-18 22:54:55.578039,Walmart,False,False
TXN_00064,U0032,110.55073182000945,2026-05-13 10:54:55.578045,eBay,False,False
TXN_00065,U0053,115.81616244015063,2026-05-13 04:54:55.578053,Walmart,False,False
TXN_00066,U0084,396.43543959602863,2026-05-17 21:54:55.578060,eBay,False,False
TXN_00067,U0000,430.6190019262864,2026-05-16 12:54:55.578066,Walmart,False,False
TXN_00068,U0033,132.82055639678066,2026-05-13 16:54:55.578072,Walmart,False,False
TXN_00069,U0028,74.58358248532977,2026-05-19 04:54:55.578078,Target,False,False
TXN_00070,U0060,168.648016361391,2026-05-13 04:54:55.578084,Walmart,False,False
TXN_00071,U0067,72.11168641926234,2026-05-18 21:54:55.578091,BestBuy,False,False
TXN_00072,U0134,7710.987475305961,2026-05-18 05:54:55.578097,Target,True,True
TXN_00073,U0131,63.4364649018843,2026-05-13 03:54:55.578103,eBay,False,False
TXN_00074,U0056,31.248868080594136,2026-05-12 21:54:55.578110,eBay,False,False
TXN_00075,U0077,325.2369352606895,2026-05-14 13:54:55.578117,Amazon,False,False
TXN_00076,U0015,425.17628615194894,2026-05-14 08:54:55.578123,BestBuy,False,False
TXN_00077,U0175,250.23173853067038,2026-05-18 07:54:55.578131,BestBuy,False,False
TXN_00078,U0018,3899.006377716935,2026-05-18 14:54:55.578137,Walmart,True,True
TXN_00079,U0070,320.2075949074976,2026-05-12 19:54:55.578144,eBay,False,False
TXN_00080,U0182,4428.139589366687,2026-05-15 23:54:55.578150,Target,True,True
TXN_00081,U0116,6448.841123817816,2026-05-14 01:54:55.578156,Amazon,True,True
TXN_00082,U0167,440.07604440146486,2026-05-12 12:54:55.578163,eBay,False,False
TXN_00083,U0184,220.7342714165293,2026-05-17 03:54:55.578169,Walmart,False,False
TXN_00084,U0105,415.4354201422219,2026-05-15 20:54:55.578175,BestBuy,False,False
TXN_00085,U0106,163.14869149859516,2026-05-18 10:54:55.578181,Target,False,False
TXN_00086,U0170,193.40750148341306,2026-05-16 17:54:55.578188,Walmart,False,False
TXN_00087,U0175,42.8953209869574,2026-05-14 09:54:55.578194,Amazon,False,False
TXN_00088,U0023,57.316571957234956,2026-05-14 20:54:55.578200,Target,False,False
TXN_00089,U0033,39.39067920571482,2026-05-13 12:54:55.578206,eBay,False,False
TXN_00090,U0143,338.30649971882497,2026-05-15 22:54:55.578212,BestBuy,False,False
TXN_00091,U0090,435.3651529458418,2026-05-14 22:54:55.578218,Amazon,False,False
TXN_00092,U0073,163.09996055295042,2026-05-13 01:54:55.578225,Amazon,False,False
TXN_00093,U0147,114.24201477928298,2026-05-14 01:54:55.578231,BestBuy,False,False
TXN_00094,U0057,181.55585716838368,2026-05-18 07:54:55.578237,eBay,False,False
TXN_00095,U0094,383.67675964905635,2026-05-18 05:54:55.578244,eBay,False,False
TXN_00096,U0057,424.12602905089545,2026-05-14 21:54:55.578250,eBay,False,False
TXN_00097,U0157,282.80248003351966,2026-05-12 14:54:55.578256,eBay,False,False
TXN_00098,U0168,24.187058720021476,2026-05-16 14:54:55.578262,Target,False,False
TXN_00099,U0179,461.5533853062546,2026-05-16 03:54:55.578269,Target,False,False
TXN_00100,U0001,436.2327262028547,2026-05-17 12:54:55.578274,eBay,False,False
TXN_00101,U0168,44.096856411684854,2026-05-15 04:54:55.578281,Amazon,False,False
TXN_00102,U0023,115.41511121642036,2026-05-13 19:54:55.578288,BestBuy,False,False
TXN_00103,U0116,2416.6834826057984,2026-05-15 19:54:55.578294,Target,True,True
TXN_00104,U0198,302.1496483804952,2026-05-13 09:54:55.578300,Amazon,False,False
TXN_00105,U0039,379.6735807712429,2026-05-17 18:54:55.578307,Amazon,False,False
TXN_00106,U0172,143.33039333764728,2026-05-18 14:54:55.578314,BestBuy,False,False
TXN_00107,U0124,226.60165148191177,2026-05-12 23:54:55.578320,Target,False,False
TXN_00108,U0055,65.77057897399885,2026-05-13 23:54:55.578327,BestBuy,False,False
TXN_00109,U0028,342.32676753743186,2026-05-16 10:54:55.578334,eBay,False,False
TXN_00110,U0124,336.8949537808113,2026-05-13 20:54:55.578340,Amazon,False,False
TXN_00111,U0056,492.37837257734856,2026-05-15 05:54:55.578346,Amazon,False,False
TXN_00112,U0001,157.695487389034,2026-05-17 06:54:55.578353,Walmart,False,False
TXN_00113,U0196,384.43883892301136,2026-05-17 23:54:55.578359,Target,False,False
TXN_00114,U0083,13.78765421896285,2026-05-18 04:54:55.578365,BestBuy,False,False
TXN_00115,U0044,196.30164840046575,2026-05-18 01:54:55.578371,Walmart,False,False
TXN_00116,U0128,418.34355918574033,2026-05-13 11:54:55.578378,Target,False,False
TXN_00117,U0018,8755.879258203297,2026-05-15 05:54:55.578384,Amazon,True,True
TXN_00118,U0117,8758.990122508598,2026-05-18 15:54:55.578390,eBay,True,True
TXN_00119,U0103,214.67004032330547,2026-05-12 15:54:55.578397,Amazon,False,False
TXN_00120,U0103,483.43784860623185,2026-05-19 05:54:55.578404,Walmart,False,False
TXN_00121,U0158,417.6926974051365,2026-05-14 13:54:55.578411,Target,False,False
TXN_00122,U0022,423.7973363092015,2026-05-14 19:54:55.578476,Walmart,False,False
TXN_00123,U0111,206.2204099948827,2026-05-13 04:54:55.578483,Amazon,False,False
TXN_00124,U0101,375.4443649676554,2026-05-16 03:54:55.578489,Walmart,False,False
TXN_00125,U0085,47.425894961780365,2026-05-17 15:54:55.578495,Amazon,False,False
TXN_00126,U0135,105.01281607078117,2026-05-14 00:54:55.578501,Target,False,False
TXN_00127,U0089,409.36813281750693,2026-05-12 13:54:55.578507,Walmart,False,False
TXN_00128,U0026,135.42442878084762,2026-05-17 21:54:55.578514,Walmart,False,False
TXN_00129,U0154,382.5054948179771,2026-05-17 19:54:55.578523,Amazon,False,False
TXN_00130,U0045,5447.053225156497,2026-05-12 18:54:55.578529,eBay,False,True
TXN_00131,U0114,325.0659970290674,2026-05-13 10:54:55.578536,eBay,False,False
TXN_00132,U0082,164.90805830038428,2026-05-12 18:54:55.578543,BestBuy,False,False
TXN_00133,U0017,226.68195127977958,2026-05-14 10:54:55.578549,Target,False,False
TXN_00134,U0070,37.52433890440824,2026-05-13 03:54:55.578556,eBay,False,False
TXN_00135,U0018,5155.682378018087,2026-05-16 03:54:55.578562,Target,True,True
TXN_00136,U0073,325.8865700921603,2026-05-18 15:54:55.578568,Amazon,False,False
TXN_00137,U0157,258.463230493638,2026-05-13 02:54:55.578577,BestBuy,False,False
TXN_00138,U0148,477.5734235941672,2026-05-13 13:54:55.578583,Amazon,False,False
TXN_00139,U0115,329.40035277781885,2026-05-13 08:54:55.578592,Target,False,False
TXN_00140,U0154,255.66997791768554,2026-05-14 09:54:55.578598,Amazon,False,False
TXN_00141,U0115,407.37373754808414,2026-05-18 08:54:55.578604,Target,False,False
TXN_00142,U0182,5540.941013508616,2026-05-18 13:54:55.578610,Walmart,True,True
TXN_00143,U0181,495.58315109697486,2026-05-14 18:54:55.578616,eBay,False,False
TXN_00144,U0133,87.78564191095528,2026-05-12 22:54:55.578622,Target,False,False
TXN_00145,U0072,4678.924575225883,2026-05-15 07:54:55.578629,eBay,True,True
TXN_00146,U0013,327.1796249149604,2026-05-12 17:54:55.578635,Amazon,False,False
TXN_00147,U0084,283.4019740850171,2026-05-18 10:54:55.578641,BestBuy,False,False
TXN_00148,U0072,7513.602895022156,2026-05-16 18:54:55.578646,eBay,True,True
TXN_00149,U0038,49.93597384946314,2026-05-15 21:54:55.578653,Walmart,False,False
TXN_00150,U0089,484.17128876944486,2026-05-16 03:54:55.578658,BestBuy,False,False
TXN_00151,U0033,357.3286670418164,2026-05-13 02:54:55.578664,Amazon,False,False
TXN_00152,U0079,194.57285996758708,2026-05-13 11:54:55.578669,Target,False,False
TXN_00153,U0032,55.79195288235066,2026-05-13 20:54:55.578675,BestBuy,False,False
TXN_00154,U0130,18.932963517851032,2026-05-15 14:54:55.578683,Target,False,False
TXN_00155,U0046,177.4488491144586,2026-05-17 04:54:55.578689,BestBuy,False,False
TXN_00156,U0049,499.988544340484,2026-05-17 01:54:55.578696,Walmart,False,False
TXN_00157,U0019,423.7699104560828,2026-05-16 07:54:55.578705,Amazon,False,False
TXN_00158,U0129,419.2087150509324,2026-05-13 16:54:55.578711,eBay,False,False
TXN_00159,U0009,439.4324585459435,2026-05-15 20:54:55.578718,eBay,False,False
TXN_00160,U0033,194.59273670303708,2026-05-13 02:54:55.578724,Walmart,False,False
TXN_00161,U0046,406.43142262325756,2026-05-12 19:54:55.578731,Walmart,False,False
TXN_00162,U0184,31.409289697712023,2026-05-14 18:54:55.578738,Target,False,False
TXN_00163,U0173,485.09841567022625,2026-05-16 22:54:55.578744,eBay,False,False
TXN_00164,U0072,3106.0264990188202,2026-05-14 16:54:55.578750,BestBuy,True,True
TXN_00165,U0049,342.3703442818953,2026-05-15 12:54:55.578757,eBay,False,False
TXN_00166,U0112,387.02489046803225,2026-05-14 12:54:55.578763,BestBuy,False,False
TXN_00167,U0128,215.14380509757544,2026-05-13 19:54:55.578770,Walmart,False,False
TXN_00168,U0051,77.8152819556813,2026-05-13 00:54:55.578777,Target,False,False
TXN_00169,U0013,245.48942117629426,2026-05-12 14:54:55.578783,Target,False,False
TXN_00170,U0141,358.5864787883104,2026-05-18 08:54:55.578789,eBay,False,False
TXN_00171,U0031,51.09881143217714,2026-05-16 10:54:55.578794,Walmart,False,False
TXN_00172,U0069,453.6000423993382,2026-05-14 15:54:55.578800,Walmart,False,False
TXN_00173,U0111,473.7424988757627,2026-05-18 11:54:55.578810,Walmart,False,False
TXN_00174,U0115,465.9312442918747,2026-05-15 17:54:55.578816,BestBuy,False,False
TXN_00175,U0013,255.98348619968536,2026-05-15 05:54:55.578822,Walmart,False,False
TXN_00176,U0098,193.7072099747061,2026-05-18 14:54:55.578827,Amazon,False,False
TXN_00177,U0081,421.19638092968677,2026-05-18 09:54:55.578833,Target,False,False
TXN_00178,U0037,28.768563647351424,2026-05-17 23:54:55.578840,BestBuy,False,False
TXN_00179,U0178,381.8321658351475,2026-05-17 23:54:55.578845,BestBuy,False,False
TXN_00180,U0114,12.573087169752787,2026-05-12 21:54:55.578852,Amazon,False,False
TXN_00181,U0004,115.67082478949366,2026-05-16 17:54:55.578858,Walmart,False,False
TXN_00182,U0140,268.6080378844949,2026-05-12 23:54:55.578864,Amazon,False,False
TXN_00183,U0198,126.44371105405749,2026-05-16 09:54:55.578870,Amazon,False,False
TXN_00184,U0012,215.7145164391871,2026-05-16 21:54:55.578875,eBay,False,False
TXN_00185,U0117,1997.721057610135,2026-05-18 18:54:55.578880,eBay,False,True
TXN_00186,U0137,319.6579215864398,2026-05-19 06:54:55.578886,eBay,False,False
TXN_00187,U0061,152.72327400987635,2026-05-17 22:54:55.578895,Amazon,False,False
TXN_00188,U0157,127.87647701520633,2026-05-15 16:54:55.578900,BestBuy,False,False
TXN_00189,U0047,5711.361019103902,2026-05-18 13:54:55.578906,eBay,True,True
TXN_00190,U0139,395.3420445642056,2026-05-14 01:54:55.578912,eBay,False,False
TXN_00191,U0141,201.3223289544314,2026-05-19 05:54:55.578918,BestBuy,False,False
TXN_00192,U0011,4481.931893746218,2026-05-12 16:54:55.578924,Amazon,True,True
TXN_00193,U0091,178.95322165006172,2026-05-18 17:54:55.578931,Amazon,False,False
TXN_00194,U0197,370.24162255803253,2026-05-13 06:54:55.578937,Target,False,False
TXN_00195,U0034,182.62653259595285,2026-05-18 23:54:55.578943,Target,False,False
TXN_00196,U0164,416.88799181416533,2026-05-17 14:54:55.578948,BestBuy,False,False
TXN_00197,U0178,319.5505654015855,2026-05-14 08:54:55.578955,Walmart,False,False
TXN_00198,U0016,28.1220571978901,2026-05-14 13:54:55.578963,Walmart,False,False
TXN_00199,U0011,8972.113470562945,2026-05-17 07:54:55.578970,Target,True,True
TXN_00200,U0131,494.6701241251005,2026-05-15 05:54:55.578978,eBay,False,False
TXN_00201,U0121,27.94417805308509,2026-05-16 18:54:55.578985,Walmart,False,False
TXN_00202,U0073,432.4478799299327,2026-05-15 15:54:55.578991,Amazon,False,False
TXN_00203,U0167,143.876136995798,2026-05-15 22:54:55.578996,Target,False,False
TXN_00204,U0111,374.2207757046144,2026-05-15 04:54:55.579002,BestBuy,False,False
TXN_00205,U0086,253.1395810031411,2026-05-17 11:54:55.579008,BestBuy,False,False
TXN_00206,U0094,140.69314094306947,2026-05-13 22:54:55.579015,Amazon,False,False
TXN_00207,U0186,48.67423296717926,2026-05-14 22:54:55.579021,eBay,False,False
TXN_00208,U0046,153.94554531122446,2026-05-13 15:54:55.579028,Amazon,False,False
TXN_00209,U0020,333.85041851448693,2026-05-15 23:54:55.579035,Target,False,False
TXN_00210,U0114,361.6548265427118,2026-05-13 00:54:55.579042,Walmart,False,False
TXN_00211,U0176,4163.922853947929,2026-05-14 17:54:55.579048,Target,True,True
TXN_00212,U0157,144.53212643668022,2026-05-14 19:54:55.579054,Amazon,False,False
TXN_00213,U0019,209.0430134387497,2026-05-12 15:54:55.579062,eBay,False,False
TXN_00214,U0191,476.8668041770078,2026-05-17 18:54:55.579069,Walmart,False,False
TXN_00215,U0155,27.05149324128559,2026-05-14 18:54:55.579076,Amazon,False,False
TXN_00216,U0060,189.5009518225028,2026-05-12 13:54:55.579083,BestBuy,False,False
TXN_00217,U0145,306.4964661388449,2026-05-19 02:54:55.579091,BestBuy,False,False
TXN_00218,U0094,227.53025169604564,2026-05-15 11:54:55.579100,Amazon,False,False
TXN_00219,U0146,269.4353419527819,2026-05-17 23:54:55.579107,BestBuy,False,False
TXN_00220,U0080,146.55798548690757,2026-05-12 12:54:55.579113,Amazon,False,False
TXN_00221,U0006,254.53154052566873,2026-05-17 11:54:55.579137,BestBuy,False,False
TXN_00222,U0143,138.27057152787296,2026-05-18 04:54:55.579145,Target,False,False
TXN_00223,U0180,115.13950845762267,2026-05-14 16:54:55.579151,eBay,False,False
TXN_00224,U0073,108.0873870856489,2026-05-14 05:54:55.579158,Walmart,False,False
TXN_00225,U0018,2553.90727585637,2026-05-14 15:54:55.579168,Amazon,False,True
TXN_00226,U0174,337.2414973395943,2026-05-16 01:54:55.579175,Amazon,False,False
TXN_00227,U0140,152.27751856112866,2026-05-13 16:54:55.579183,Target,False,False
TXN_00228,U0040,95.30459477686303,2026-05-12 15:54:55.579189,Target,False,False
TXN_00229,U0130,69.46760298844387,2026-05-17 01:54:55.579196,Walmart,False,False
TXN_00230,U0035,397.2827997957971,2026-05-16 22:54:55.579203,Amazon,False,False
TXN_00231,U0092,290.4159294870978,2026-05-13 13:54:55.579209,BestBuy,False,False
TXN_00232,U0141,309.8546976840552,2026-05-18 01:54:55.579217,Amazon,False,False
TXN_00233,U0016,205.0983905777452,2026-05-16 03:54:55.579225,BestBuy,False,False
TXN_00234,U0134,7922.480953372282,2026-05-15 01:54:55.579231,Amazon,False,True
TXN_00235,U0032,324.74590879932686,2026-05-16 01:54:55.579238,BestBuy,False,False
TXN_00236,U0119,178.81224254432286,2026-05-13 22:54:55.579244,eBay,False,False
TXN_00237,U0163,99.16193691054731,2026-05-13 04:54:55.579253,Walmart,False,False
TXN_00238,U0110,456.2490127639748,2026-05-14 02:54:55.579259,Amazon,False,False
TXN_00239,U0031,84.9775787369983,2026-05-13 22:54:55.579266,Walmart,False,False
TXN_00240,U0041,468.0215399531479,2026-05-16 00:54:55.579272,Walmart,False,False
TXN_00241,U0088,9054.333251390119,2026-05-13 22:54:55.579278,Target,False,True
TXN_00242,U0050,478.6122972511671,2026-05-12 16:54:55.579285,Target,False,False
TXN_00243,U0032,158.38405699334928,2026-05-12 18:54:55.579292,eBay,False,False
TXN_00244,U0023,324.0838393765061,2026-05-14 02:54:55.579298,eBay,False,False
TXN_00245,U0148,93.88830529733823,2026-05-17 19:54:55.579304,eBay,False,False
TXN_00246,U0184,175.43359743684306,2026-05-13 00:54:55.579310,eBay,False,False
TXN_00247,U0010,49.799198897751246,2026-05-19 03:54:55.579318,eBay,False,False
TXN_00248,U0067,113.29610605396262,2026-05-12 12:54:55.579325,eBay,False,False
TXN_00249,U0106,323.1056841823465,2026-05-12 20:54:55.579331,BestBuy,False,False
TXN_00250,U0160,151.93911183278684,2026-05-13 15:54:55.579338,Target,False,False
TXN_00251,U0123,404.29719556570916,2026-05-16 20:54:55.579345,BestBuy,False,False
TXN_00252,U0076,45.75678249761944,2026-05-14 14:54:55.579351,Amazon,False,False
TXN_00253,U0040,213.65465564491637,2026-05-14 18:54:55.579357,BestBuy,False,False
TXN_00254,U0052,307.2635287821118,2026-05-15 19:54:55.601483,Target,False,False
TXN_00255,U0183,369.75787985422795,2026-05-16 01:54:55.601496,Target,False,False
TXN_00256,U0102,382.72584744963564,2026-05-18 01:54:55.601509,eBay,False,False
TXN_00257,U0143,166.36678433754705,2026-05-18 07:54:55.601517,BestBuy,False,False
TXN_00258,U0031,230.30204587787574,2026-05-16 14:54:55.601524,Walmart,False,False
TXN_00259,U0024,152.20388243525176,2026-05-18 22:54:55.601531,BestBuy,False,False
TXN_00260,U0157,131.65243738678143,2026-05-14 23:54:55.601538,Walmart,False,False
TXN_00261,U0083,363.3529301228397,2026-05-13 07:54:55.601544,Walmart,False,False
TXN_00262,U0195,254.1501156093553,2026-05-17 18:54:55.601551,eBay,False,False
TXN_00263,U0119,440.7470751642051,2026-05-14 03:54:55.601557,BestBuy,False,False
TXN_00264,U0005,473.16407399392625,2026-05-18 11:54:55.601594,eBay,False,False
TXN_00265,U0117,2936.29980273617,2026-05-16 21:54:55.601601,Amazon,True,True
TXN_00266,U0072,6377.668939091676,2026-05-14 04:54:55.601611,BestBuy,False,True
TXN_00267,U0073,14.006928914148052,2026-05-13 17:54:55.601617,Amazon,False,False
TXN_00268,U0110,442.4033081501105,2026-05-18 00:54:55.601624,Target,False,False
TXN_00269,U0195,189.30930273360588,2026-05-15 03:54:55.601635,BestBuy,False,False
TXN_00270,U0013,285.2902639313124,2026-05-13 09:54:55.601641,Target,False,False
TXN_00271,U0141,46.030557373992494,2026-05-16 09:54:55.601647,eBay,False,False
TXN_00272,U0115,147.06313203575118,2026-05-13 14:54:55.601653,eBay,False,False
TXN_00273,U0174,68.21739966455888,2026-05-12 22:54:55.601660,Amazon,False,False
TXN_00274,U0100,8154.075055428512,2026-05-15 11:54:55.601666,Target,True,True
TXN_00275,U0193,107.53836196070048,2026-05-17 22:54:55.601673,eBay,False,False
TXN_00276,U0102,29.72490401714026,2026-05-14 02:54:55.601682,Amazon,False,False
TXN_00277,U0035,403.9432690451639,2026-05-15 21:54:55.601688,eBay,False,False
TXN_00278,U0116,6456.344701634237,2026-05-17 20:54:55.601695,Target,True,True
TXN_00279,U0156,89.6260024797003,2026-05-16 01:54:55.601701,eBay,False,False
TXN_00280,U0189,300.9250812591835,2026-05-16 06:54:55.601708,eBay,False,False
TXN_00281,U0130,250.02485951246695,2026-05-13 18:54:55.601714,eBay,False,False
TXN_00282,U0076,409.71692828947386,2026-05-14 09:54:55.601720,Target,False,False
TXN_00283,U0084,490.1500352777893,2026-05-18 06:54:55.601734,eBay,False,False
TXN_00284,U0078,23.05710593227826,2026-05-12 17:54:55.601742,BestBuy,False,False
TXN_00285,U0067,393.6229558013965,2026-05-12 11:54:55.601749,eBay,False,False
TXN_00286,U0147,363.4860550251903,2026-05-17 00:54:55.601755,eBay,False,False
TXN_00287,U0122,266.8738429860947,2026-05-17 15:54:55.601762,eBay,False,False
TXN_00288,U0198,82.4100970671626,2026-05-15 09:54:55.601768,Walmart,False,False
TXN_00289,U0008,474.62053368430765,2026-05-13 08:54:55.601775,Amazon,False,False
TXN_00290,U0048,226.10889743051914,2026-05-19 06:54:55.601782,BestBuy,False,False
TXN_00291,U0038,348.34512785007746,2026-05-15 01:54:55.601788,BestBuy,False,False
TXN_00292,U0128,461.0552654496332,2026-05-12 22:54:55.601795,Amazon,False,False
TXN_00293,U0180,264.1547736644554,2026-05-17 23:54:55.601802,eBay,False,False
TXN_00294,U0083,267.4838041860173,2026-05-14 08:54:55.601808,Target,False,False
TXN_00295,U0044,456.94083885276507,2026-05-14 13:54:55.601816,Target,False,False
TXN_00296,U0139,341.17560251262034,2026-05-15 16:54:55.601822,Target,False,False
TXN_00297,U0156,104.20944287698957,2026-05-14 07:54:55.601829,Walmart,False,False
TXN_00298,U0071,156.26458898324404,2026-05-13 12:54:55.601836,Target,False,False
TXN_00299,U0197,355.4014590499261,2026-05-16 09:54:55.601843,BestBuy,False,False
TXN_00300,U0081,180.91355535864022,2026-05-14 08:54:55.601849,Target,False,False
TXN_00301,U0073,291.0036338980861,2026-05-18 03:54:55.601855,eBay,False,False
TXN_00302,U0097,411.00495546397553,2026-05-15 05:54:55.601861,Walmart,False,False
TXN_00303,U0074,150.93886739092855,2026-05-19 00:54:55.601868,Amazon,False,False
TXN_00304,U0088,6903.748454958168,2026-05-14 17:54:55.601874,Walmart,False,True
TXN_00305,U0051,142.85503377900812,2026-05-13 17:54:55.601880,eBay,False,False
TXN_00306,U0178,77.26374785245224,2026-05-16 13:54:55.601887,eBay,False,False
TXN_00307,U0189,127.24821231368509,2026-05-13 04:54:55.601894,Amazon,False,False
TXN_00308,U0171,120.57910667801526,2026-05-13 19:54:55.601900,Walmart,False,False
TXN_00309,U0013,212.51766936364672,2026-05-18 09:54:55.601910,BestBuy,False,False
TXN_00310,U0025,12.538908739493715,2026-05-17 23:54:55.601917,eBay,False,False
TXN_00311,U0040,329.9174708736369,2026-05-15 02:54:55.601924,BestBuy,False,False
TXN_00312,U0122,107.73342758712482,2026-05-12 12:54:55.601931,Target,False,False
TXN_00313,U0082,326.48997976623224,2026-05-16 09:54:55.601937,Amazon,False,False
TXN_00314,U0166,123.78789761829833,2026-05-13 08:54:55.601944,Amazon,False,False
TXN_00315,U0044,442.30003685076827,2026-05-15 00:54:55.601954,Walmart,False,False
TXN_00316,U0009,396.1007086391606,2026-05-15 05:54:55.601961,Walmart,False,False
TXN_00317,U0191,439.60415227978245,2026-05-16 08:54:55.601968,Amazon,False,False
TXN_00318,U0076,305.3636530978779,2026-05-13 09:54:55.601974,Target,False,False
